SampleID,Origin_PostHoc,Genet,Ramet,Raceway,Rack,Treatment,Run_initialPAM,Number_initialPAM,RunDate_initialPAM,FvFm_Initial,F0_Initial,NPQ_Initial,ETR-Max_Initial,Run_finalPAM,Number_finalPAM,RunDate_finalPAM,FvFm_Final,FvFm_Final_withNA,F0_Final,F0_Final_withNA,NPQ_Final,NPQ_Final_withNA,ETR_Final,ETR_Final_withNA,SamplingTime_Survival,Mortality,TOD,SA_I,SA_F_Growth,SA_F_Tissue,InitialWeight,Time_initialBW,Date_initialBW,densitySW_initialBW,Davies1989_WeightInitial,FinalWeight,Time_finalBW,Date_finalBW,densitySW_finalBW,Davies1989_WeightFinal,Origin,Origin2,lat_lon
93.2,E-B Batch Cross C,93,2,5N,18,Heat,89,1,4/2/22,0.37,0.234,0.722,12.4,29,1,5/8/22,0.329,0.329,0.336,0.336,0.486,0.486,8.4,8.4,31,0,36,3.56,4.05,4.05,7.096,15:19,3/29/22,1.024620393,10.91188335,7.256,2:38,8-May,1.025256705,11.16165105,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
93.3,E-B Batch Cross C,93,3,6N,24,Control,116,3,4/3/22,0.425,0.189,0.733,17.3,104,4,5/12/22,0.19,0.19,0.306,0.306,0.408,0.408,5.9,5.9,35,0,36,3.56,4.23,4.23,7.106,15:39,3/30/22,1.024348901,10.92570409,7.319,12:20,12-May,1.025757042,11.26151992,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
93.4,E-B Batch Cross C,93,4,4S,35,Heat,55,3,3/31/22,0.333,0.219,0.588,15.8,8,4,5/7/22,0.222,0.222,0.29,0.29,0.451,0.451,4.3,4.3,30,0,36,2.6,3.07,3.07,6.451,14:35,4/1/22,1.024610503,9.919982256,6.548,3:35,7-May,1.024857156,10.07044698,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
93.6,E-B Batch Cross C,93,6,6S,57,Control,27,7,3/30/22,0.405,0.239,0.631,19.2,86,6,5/11/22,0.153,0.153,0.422,0.422,0.475,0.475,4.1,4.1,34,0,36,4.77,5.36,5.36,7.391,11:40,3/31/22,1.024836057,11.36680656,7.522,13:34,11-May,1.026056313,11.575689,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.1,E-B Batch Cross C,95,1,4N,2,Control,RRnR2,7,4/4/22,0.321,0.2,0.643,8.2,112,4,5/13/22,0.246,0.246,0.302,0.302,0.525,0.525,7.7,7.7,36,0,36,1.23,1.41,1.41,6.144,14:10,3/28/22,1.025047124,9.450060538,6.201,10:05,13-May,1.025842573,9.541716323,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.2,E-B Batch Cross C,95,2,5N,17,Heat,84,4,4/1/22,0.387,0.17,0.682,13,46,1,5/9/22,0.378,0.378,0.266,0.266,0.478,0.478,12.1,12.1,32,0,36,1.04,1.09,0.95,6.624,16:20,3/29/22,1.024682995,10.1863994,6.753,3:50,8-May,1.025285769,10.38806225,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.3,E-B Batch Cross C,95,3,6N,24,Control,116,5,4/3/22,0.353,0.217,0.635,9.1,104,5,5/12/22,0.19,0.19,0.403,0.403,0.537,0.537,6.4,6.4,35,0,36,1.24,1.3,1.3,5.758,15:39,3/30/22,1.02462063,8.854373185,5.804,12:20,12-May,1.025962899,8.931401597,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.4,E-B Batch Cross C,95,4,4S,35,Heat,55,4,3/31/22,0.371,0.23,0.678,9.9,3,6,5/7/22,0.241,0.241,0.361,0.361,0.714,0.714,8.3,8.3,30,0,36,1.06,1.18,0.89,6.043,14:35,4/1/22,1.024610503,9.292582976,6.101,2:30,7-May,1.024995623,9.383668729,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.5,E-B Batch Cross C,95,5,5S,41,Heat,18,7,3/29/22,0.402,0.213,0.596,13.8,66,4,5/10/22,0.343,0.343,0.198,0.198,0.396,0.396,10.8,10.8,33,0,36,1.4,1.49,1.49,6.774,14:47,4/3/22,1.024353621,10.41526918,6.876,10:20,10-May,1.025789507,10.58006984,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
95.6,E-B Batch Cross C,95,6,6S,53,Control,26,4,3/30/22,0.398,0.208,0.757,14.9,72,5,5/11/22,0.241,0.241,0.36,0.36,0.631,0.631,7.1,7.1,34,0,36,1.17,1.32,1.32,5.655,12:01,3/31/22,1.024267975,8.694375589,5.668,10:20,11-May,1.025978003,8.722189149,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.1,E-B Batch Cross A,96,1,4N,2,Control,RRnR1,6,4/4/22,0.316,0.218,0.757,5.5,111,8,5/13/22,0.152,0.152,0.381,0.381,0.733,0.733,3.5,3.5,36,0,36,1.51,1.94,1.94,5.954,14:30,3/28/22,1.025004676,9.157618281,6.06,10:05,13-May,1.025835025,9.324717257,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.2,E-B Batch Cross A,96,2,5N,20,Heat,100,1,4/2/22,0.359,0.211,0.714,7.4,mort run 2,8,5/4/22,0.427,0.427,0.296,0.296,0.322,0.322,3.3,3.3,31,0,36,1.25,1.3,0,6.181,14:22,3/29/22,1.024717473,9.505325192,6.275,NA,5/4/22,1.025217,9.65241185,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.3,E-B Batch Cross A,96,3,6N,26,Control,102,5,4/2/22,0.37,0.199,0.69,9,100,1,5/12/22,0.193,0.193,0.332,0.332,0.608,0.608,6,6,35,0,36,1.29,1.47,1.47,6.185,14:52,3/30/22,1.02462063,9.510993079,6.29,11:50,12-May,1.025714263,9.678011886,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.4,E-B Batch Cross A,96,4,4S,40,Heat,53,7,3/31/22,0.435,0.185,0.8,10.1,mort run 1,5,5/4/22,0.432,NA,0.258,NA,0.286,NA,7.1,NA,27,1,27,1.49,1.6,0,6.243,17:05,4/1/22,1.024317628,9.598656246,6.306,NA,5/4/22,1.025217,9.700097071,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.5,E-B Batch Cross A,96,5,5S,47,Heat,1,8,3/29/22,0.473,0.199,0.557,13.6,mort run 3,2,5/4/22,0.46,NA,0.294,NA,0.184,NA,4.6,NA,27,1,27,1.43,1.5,0,6.571,14:35,4/2/22,1.024368685,10.10322923,6.635,NA,5/4/22,1.025217,10.20617572,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
96.6,E-B Batch Cross A,96,6,6S,58,Control,37,5,3/30/22,0.349,0.217,0.792,8.7,88,1,5/12/22,0.134,0.134,0.358,0.358,0.592,0.592,2.2,2.2,34,0,36,1.58,1.78,1.78,5.611,12:01,3/31/22,1.024790794,8.629094354,5.65,13:45,11-May,1.025958201,8.694399464,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.1,E-B Batch Cross A,97,1,4N,7,Control,65,4,4/1/22,0.4,0.205,0.753,12.3,129,8,5/13/22,0.185,0.185,0.337,0.337,0.647,0.647,4.1,4.1,36,0,36,1.73,1.89,1.89,5.859,15:37,3/28/22,1.025047124,9.011703238,5.955,16:04,13-May,1.025716028,9.162577776,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.2,E-B Batch Cross A,97,2,5N,17,Heat,83,2,4/1/22,0.334,0.22,0.776,9.5,47,1,5/9/22,0.264,NA,0.135,NA,0.439,NA,3.5,NA,32,1,32,1.03,1.04,0.65,5.008,16:20,3/29/22,1.024682995,7.701311626,5.034,3:50,8-May,1.025135347,7.743132813,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.3,E-B Batch Cross A,97,3,6N,27,Control,117,2,4/3/22,0.346,0.222,0.894,7.1,91,4,5/12/22,0.279,0.279,0.389,0.389,0.678,0.678,5.9,5.9,35,0,36,1.2,1.31,1.31,5.457,10:50,3/30/22,1.024996861,8.393167274,5.558,15:20,11-May,1.025960268,8.55283623,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.4,E-B Batch Cross A,97,4,4S,37,Heat,59,4,3/31/22,0.366,0.196,1,10.4,18_RR_37,8,5/7/22,0.187,NA,0.161,NA,0.447,NA,1.5,NA,30,1,30,1.07,1.29,0.76,6.719,16:10,4/1/22,1.024612853,10.33211021,6.754,4:35,7-May,1.024742426,10.38663762,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.5,E-B Batch Cross A,97,5,5S,43,Heat,3,1,3/29/22,0.449,0.226,0.165,11.4,mort run 1,6,5/2/22,0.267,NA,0.237,NA,0.745,NA,2.2,NA,25,1,25,0.96,0.96,0.6,6.281,13:35,4/2/22,1.024401633,9.657507226,6.358,NA,5/2/22,1.025351,9.780773255,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
97.6,E-B Batch Cross A,97,6,6S,57,Control,28,8,3/30/22,0.377,0.218,0.816,13.6,85,4,5/11/22,0.12,0.12,0.348,0.348,0.675,0.675,2.4,2.4,34,0,36,1.2,1.36,1.36,6.226,11:40,3/31/22,1.024895026,9.575419858,6.285,13:34,11-May,1.025958201,9.671557633,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.1,E-B Batch Cross B,98,1,4N,2,Control,RRnR1,1,4/4/22,0.374,0.234,0.612,12.1,111,4,5/13/22,0.181,0.181,0.389,0.389,0.565,0.565,4.6,4.6,36,0,36,1.39,2.09,2.09,6.403,14:30,3/28/22,1.025004676,9.848207903,6.518,10:05,13-May,1.025835025,10.02945661,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.2,E-B Batch Cross B,98,2,5N,15,Heat,98,7,4/2/22,0.421,0.174,0.773,17.1,41,1,5/9/22,0.386,0.386,0.376,0.376,0.322,0.322,3.2,3.2,31,0,36,1.91,2.14,0,6.474,14:12,3/29/22,1.024709929,9.955869863,6.583,12:30,8-May,1.02546866,10.12752565,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.3,E-B Batch Cross B,98,3,6N,24,Control,115,5,4/3/22,0.382,0.205,0.765,12.7,104,1,5/12/22,0.175,0.175,0.405,0.405,0.388,0.388,6,6,35,0,36,1.74,1.77,1.77,6.436,15:39,3/30/22,1.024348901,9.895557489,6.541,12:20,12-May,1.025962899,10.06552341,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.4,E-B Batch Cross B,98,4,4S,36,Heat,48,3,3/31/22,0.358,0.197,0.576,18.1,27,2,5/8/22,0.418,NA,0.28,NA,0.263,NA,5.3,NA,30,1,30,1.2,1.2,0,6.844,13:51,4/1/22,1.024618043,10.52435703,6.991,6:10,7-May,1.024777284,10.75130473,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.5,E-B Batch Cross B,98,5,5S,50,Heat,15,3,3/29/22,0.441,0.199,0.565,18.6,57,6,5/10/22,0.489,0.489,0.374,0.374,0.408,0.408,2,2,33,0,36,1.8,2.25,0,6.173,16:03,4/1/22,1.024317628,9.491030755,6.28,12:25,9-May,1.025430223,9.661184495,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
98.6,E-B Batch Cross B,98,6,6S,58,Control,38,6,3/30/22,NA,NA,0.149,21.5,87,7,5/11/22,0.179,0.179,0.324,0.324,0.435,0.435,7.7,7.7,34,0,36,1.27,2,2,6.396,12:01,3/31/22,1.024790794,9.836337104,6.528,13:45,11-May,1.026056313,10.04601141,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.1,E-B Batch Cross C,99,1,4N,9,Control,69,7,4/1/22,0.423,0.189,0.765,17.4,121,5,5/13/22,0.247,0.247,0.345,0.345,0.51,0.51,11,11,36,0,36,0.92,0.92,0.8,6.103,10:30,3/29/22,1.024926273,9.386403135,6.211,13:05,13-May,1.025670775,9.556241516,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.2,E-B Batch Cross C,99,2,5N,19,Heat,93,1,4/2/22,0.428,0.209,0.722,13,44,1,5/9/22,0.411,0.411,0.314,0.314,0.49,0.49,10.2,10.2,32,0,36,1.64,1.83,1.2,6.422,15:39,3/29/22,1.024620393,9.875438959,6.508,3:20,8-May,1.025187992,10.01066768,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.3,E-B Batch Cross C,99,3,6N,29,Control,107,4,4/3/22,0.411,0.195,0.792,15.3,97,7,5/12/22,0.286,0.286,0.331,0.331,0.541,0.541,10.9,10.9,35,0,36,1.47,1.63,1.63,6.722,12:50,3/30/22,1.024802504,10.3377524,6.771,11:10,12-May,1.025962899,10.41945558,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.4,E-B Batch Cross C,99,4,4S,39,Heat,50,8,3/31/22,0.446,0.217,0.722,16.5,23,2,5/7/22,0.368,0.368,0.368,0.368,0.561,0.561,13.1,13.1,30,0,36,0.74,1.03,0.75,6.264,11:42,4/1/22,1.024484961,9.631789636,6.321,5:55,7-May,1.024777284,9.720926504,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.5,E-B Batch Cross C,99,5,5S,49,Heat,14,3,3/29/22,0.404,0.204,0.671,13.7,59,5,5/10/22,0.343,0.343,0.276,0.276,0.435,0.435,11.2,11.2,33,0,36,1.23,1.24,1.24,5.705,17:05,4/1/22,1.024612853,8.772836546,5.773,11:30,9-May,1.025625524,8.882123874,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
99.6,E-B Batch Cross C,99,6,6S,59,Control,32,1,3/30/22,0.415,0.241,0.655,16.6,89,4,5/12/22,0.365,0.365,0.389,0.389,0.533,0.533,13.4,13.4,35,0,36,0.93,1.08,1.08,6.303,14:30,3/31/22,1.024260451,9.690615913,6.407,15:20,11-May,1.025960268,9.859305816,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.1,E-B Batch Cross B,100,1,4N,7,Control,66,7,4/1/22,0.438,0.198,0.624,17.4,130,3,5/13/22,0.264,0.264,0.345,0.345,0.51,0.51,9.4,9.4,36,0,36,1.79,2.4,2.4,6.226,15:37,3/28/22,1.025148237,9.576692715,6.342,16:04,13-May,1.025731113,9.758107232,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.2,E-B Batch Cross B,100,2,5N,11,Heat,NA,NA,NA,NA,NA,NA,NA,34,5,5/8/22,0.307,0.307,0.332,0.332,0.443,0.443,8.7,8.7,31,0,36,1.87,NA,NA,6.438,13:40,3/29/22,1.024781821,9.900881801,6.527,11:26,8-May,1.025611046,10.04212399,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.3,E-B Batch Cross B,100,3,6N,24,Control,116,4,4/3/22,0.397,0.186,0.765,14.7,104,6,5/12/22,0.237,0.237,0.374,0.374,0.537,0.537,10.2,10.2,35,0,36,1.62,1.93,1.93,6.682,15:39,3/30/22,1.024348901,10.27379042,6.758,12:20,12-May,1.025714263,10.3980929,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.4,E-B Batch Cross B,100,4,4S,32,Heat,51,7,3/31/22,0.348,0.209,0.718,14.2,6_BH,3,5/7/22,0.046,NA,0.174,NA,0.251,NA,0.2,NA,30,0,36,1.98,2.33,0,6.651,11:00,4/1/22,1.024361153,10.22619267,6.716,2:50,7-May,1.024995623,10.32957207,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.5,E-B Batch Cross B,100,5,5S,48,Heat,9,6,3/29/22,0.376,0.225,0.655,17.6,51,6,5/9/22,0.297,0.297,0.304,0.304,0.42,0.42,11.7,11.7,33,0,36,1.7,1.85,1.46,6.48,16:03,4/1/22,1.024572806,9.964379674,6.598,10:20,9-May,1.025640607,10.15151871,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
100.6,E-B Batch Cross B,100,6,6S,57,Control,28,7,3/30/22,0.394,0.202,0.659,20.7,86,7,5/11/22,0.22,0.22,0.327,0.327,0.51,0.51,11.1,11.1,34,0,36,1.14,1.28,1.28,6.225,11:40,3/31/22,1.024836057,9.573585553,6.362,13:34,11-May,1.025958201,9.790047679,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.1,E-B Batch Cross C,101,1,4N,8,Control,80,2,4/1/22,0.376,0.251,0.725,13.7,128,5,5/13/22,0.263,0.263,0.386,0.386,0.467,0.467,8.8,8.8,36,0,36,1.22,1.5,1.5,6.042,14:10,3/28/22,1.025004676,9.292967694,6.18,15:37,13-May,1.025798996,9.509185199,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.2,E-B Batch Cross C,101,2,5N,15,Heat,98,1,4/2/22,0.376,0.226,0.737,14.4,40,1,5/9/22,0.382,0.382,0.372,0.372,0.522,0.522,12.5,12.5,31,0,36,1.42,2.09,2.09,6.075,13:59,3/29/22,1.024709929,9.342278255,6.136,12:30,8-May,1.025449825,9.439751307,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.3,E-B Batch Cross C,101,3,6N,25,Control,111,1,4/3/22,0.368,0.247,0.776,12.4,109,7,5/13/22,0.319,0.319,0.459,0.459,0.592,0.592,10.1,10.1,35,0,36,1.55,1.78,1.78,6.075,14:12,3/29/22,1.024709929,9.342278255,6.505,16:30,12-May,1.025714062,10.00881728,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.4,E-B Batch Cross C,101,4,4S,33,Heat,46,5,3/31/22,0.406,0.233,0.741,14.6,1,4,5/7/22,0.27,0.27,0.378,0.378,0.733,0.733,10.3,10.3,30,0,36,1.27,1.44,1.44,6.335,9:30,4/1/22,1.024477425,9.740923692,6.344,12:43,7-May,1.025325339,9.759104996,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.5,E-B Batch Cross C,101,5,5S,46,Heat,7,7,3/29/22,0.27,0.204,0.655,13.7,55,3,5/9/22,0.307,0.307,0.368,0.368,0.459,0.459,13,13,33,0,36,1.35,1.4,1.32,7.241,16:40,4/1/22,1.024317628,11.13308824,6.051,12:00,9-May,1.025430223,9.30888971,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
101.6,E-B Batch Cross C,101,6,6S,52,Control,22,8,3/30/22,NA,NA,NA,14.6,74,5,5/11/22,0.29,0.29,0.377,0.377,0.533,0.533,10.8,10.8,34,0,36,1.71,1.84,1.84,6.631,11:10,3/31/22,1.024895026,10.19829892,6.736,10:20,11-May,1.026008211,10.36584302,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.1,E-B Batch Cross C,102,1,4N,1,Control,75,7,4/1/22,0.382,0.201,0.82,13.2,117,1,5/13/22,0.188,0.188,0.364,0.364,0.663,0.663,4.5,4.5,36,0,36,1.73,2.05,2.05,6.323,15:48,3/28/22,1.025148237,9.725895926,6.414,11:30,13-May,1.025799728,9.869245519,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.2,E-B Batch Cross C,102,2,5N,12,Heat,95,1,4/2/22,0.333,0.211,0.776,6.6,30,2,5/8/22,0.224,0.224,0.209,NA,0.4,NA,3.5,NA,31,0,36,2.25,2.4,2.4,6.508,16:00,3/29/22,1.024667911,10.00793516,6.635,10:30,8-May,1.025797522,10.20928721,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.3,E-B Batch Cross C,102,3,6N,27,Control,118,6,4/3/22,0.347,0.194,0.788,10,91,3,5/12/22,0.331,0.331,0.353,0.353,0.631,0.631,7.2,7.2,35,0,36,1,1.21,1.21,6.479,10:50,3/30/22,1.024996861,9.965059697,6.599,15:20,11-May,1.025960268,10.15476184,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.4,E-B Batch Cross C,102,4,4S,39,Heat,RRnR3,3,4/5/23,NA,0.21,0.255,NA,25,2,5/8/22,0.235,NA,0.185,NA,0.278,NA,1.9,NA,30,1,30,NA,1.43,1.43,NA,NA,NA,NA,NA,6.646,4:35,7-May,1.024779986,10.22075133,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.5,E-B Batch Cross C,102,5,5S,42,Heat,6,2,3/29/22,0.357,0.216,0.78,8.4,68,4,5/10/22,0.073,NA,0.088,NA,0.086,NA,0,NA,33,1,33,1.86,1.9,1.9,6.744,16:03,4/1/22,1.024317628,10.36894726,6.796,10:20,10-May,1.025870245,10.4574176,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
102.6,E-B Batch Cross C,102,6,6S,51,Control,33,6,3/30/22,0.365,0.208,0.776,11.7,75,1,5/11/22,0.188,0.188,0.333,0.333,0.663,0.663,4.7,4.7,34,0,36,1.12,1.12,1.12,6.489,10:40,3/31/22,1.024904461,9.979956179,6.601,10:39,11-May,1.026045973,10.15829675,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.1,E-B Batch Cross C,104,1,4N,1,Control,76,7,4/1/22,0.378,0.171,0.761,13.5,118,6,5/13/22,0.292,0.292,0.325,0.325,0.588,0.588,10.4,10.4,36,0,36,0.95,1.11,1.11,6.087,15:48,3/28/22,1.025148237,9.362886051,6.144,11:30,13-May,1.025799728,9.453795521,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.2,E-B Batch Cross C,104,2,5N,13,Heat,82,8,4/1/22,0.437,0.195,0.788,11,32,5,5/8/22,0.389,0.389,0.248,0.248,0.549,0.549,13.2,13.2,31,0,36,1.02,1.13,1.13,6.23,14:42,3/29/22,1.024717473,9.580678845,6.346,11:00,8-May,1.025794353,9.764586104,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.3,E-B Batch Cross C,104,3,6N,30,Control,104,1,4/2/22,0.432,0.232,0.62,48.8,101,3,5/12/22,0.308,0.308,0.318,0.318,0.549,0.549,9.3,9.3,35,0,36,1.29,1.38,1.07,6.507,13:15,3/30/22,1.024802504,10.00710427,6.682,12:20,12-May,1.025757042,10.28138763,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.4,E-B Batch Cross C,104,4,4S,37,Heat,59,5,3/31/22,0.346,0.237,1,8.7,27,6,5/8/22,0.422,NA,0.319,NA,0.627,NA,12.1,NA,30,1,30,0.9,0.9,0.8,6.353,16:10,4/1/22,1.024317628,9.767782016,6.443,6:10,11-May,1.025960268,9.91470382,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.5,E-B Batch Cross C,104,5,5S,41,Heat,18,3,3/29/22,0.43,0.21,0.655,14.1,65,7,5/10/22,0.312,0.312,0.221,0.221,0.486,0.486,14.1,14.1,33,0,36,1.24,1.42,1.42,6.243,14:47,4/3/22,1.024353621,9.59883754,6.31,10:20,10-May,1.022223089,9.691017796,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
104.6,E-B Batch Cross C,104,6,6S,55,Control,39,1,3/30/22,0.397,0.256,0.792,12.9,77,8,5/11/22,0.295,0.295,0.313,0.313,0.647,0.647,9,9,34,0,36,1.14,1.2,1.2,6.327,10:04,3/31/22,1.024904461,9.73080332,6.393,11:33,11-May,1.026081435,9.838388229,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.1,E-B Batch Cross A,106,1,4N,8,Control,80,3,4/1/22,0.389,0.201,0.702,9,128,3,5/13/22,0.146,0.146,0.383,0.383,0.639,0.639,2,2,36,0,36,0.78,0.96,0.96,6.883,14:10,3/28/22,1.025175541,10.58742705,7.019,15:37,13-May,1.025716028,10.79968655,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.2,E-B Batch Cross A,106,2,5N,11,Heat,92,4,4/2/22,0.408,0.194,0.467,10.1,34,6,5/8/22,0.265,0.265,0.241,0.241,0.396,0.396,4,4,31,0,36,1.17,1.43,1.23,6.843,13:40,3/29/22,1.024766727,10.52364048,6.887,11:26,8-May,1.025603511,10.59596051,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.3,E-B Batch Cross A,106,3,6N,22,Control,105,2,4/3/22,0.404,0.196,0.706,10.4,96,1,5/12/22,0.197,0.197,0.324,0.324,0.635,0.635,3.9,3.9,35,0,36,1.12,1.48,1.48,5.984,14:10,3/30/22,1.02468826,9.202231654,6.121,10:30,12-May,1.025962899,9.41921247,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.4,E-B Batch Cross A,106,4,4S,36,Heat,48,8,3/31/22,0.328,0.201,0.616,12.2,17_RR_36,4,5/7/22,0.296,NA,0.161,NA,0.267,NA,1.5,NA,30,1,30,1.04,1.19,1.03,5.746,13:51,4/1/22,1.024618043,8.835908168,5.81,4:00,7-May,1.024834613,8.935339744,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.5,E-B Batch Cross A,106,5,5S,41,Heat,18,4,3/29/22,0.404,0.198,0.706,13.3,65,8,5/10/22,0.203,NA,0.116,NA,0.255,NA,3.3,NA,33,1,33,0.99,1.08,0.59,6.105,14:47,4/3/22,1.024353621,9.386657565,6.174,10:20,10-May,1.025870245,9.500308451,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
106.6,E-B Batch Cross A,106,6,6S,55,Control,39,7,3/30/22,0.373,0.197,0.718,12.5,77,4,5/11/22,0.18,0.18,0.296,0.296,0.655,0.655,3.2,3.2,34,0,36,0.94,1.23,1.23,6.272,10:04,3/31/22,1.024904461,9.646214386,6.331,11:33,11-May,1.026033749,9.742730468,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
108.1,E-B Batch Cross A,108,1,4N,10,Control,74,8,4/1/22,0.468,0.182,0.576,18.8,120,4,5/13/22,0.201,0.201,0.346,0.346,0.506,0.506,4.3,4.3,36,0,36,2.02,2.89,2.89,6.484,11:30,3/29/22,1.025028655,9.972916418,6.625,12:45,13-May,1.025670775,10.19322171,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
108.2,E-B Batch Cross A,108,2,5N,17,Heat,83,8,4/1/22,0.438,0.17,0.514,17.5,47,4,5/9/22,0.374,0.374,0.356,0.356,0.208,0.208,4.7,4.7,32,0,36,1.49,2.04,1.27,5.129,16:20,3/29/22,1.024667911,7.887323207,5.246,3:50,8-May,1.025285769,8.069861478,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
108.3,E-B Batch Cross A,108,3,6N,28,Control,113,6,4/3/22,0.439,0.195,0.671,15.9,93,7,5/12/22,0.34,0.34,0.379,0.379,0.439,0.439,8.4,8.4,35,0,36,1.73,2.38,2.38,6.528,12:10,3/30/22,1.024913813,10.03998671,6.616,15:20,11-May,1.025960268,10.180922,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
108.4,E-B Batch Cross A,108,4,4S,33,Heat,45,8,3/31/22,0.504,0.179,0.584,19.6,2,1,5/7/22,0.102,0.102,0.312,0.312,0.224,0.224,2.6,2.6,30,0,36,2.4,2.9,2.9,6.164,9:30,4/1/22,1.024492498,9.478062921,6.246,12:32,7-May,1.025325339,9.608349591,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
108.5,E-B Batch Cross A,108,5,5S,48,Heat,10,7,3/29/22,0.447,0.186,0.545,21.1,51,5,5/9/22,0.179,0.179,0.22,0.22,0.078,0.078,2.4,2.4,33,0,36,2.45,3,0,6.375,16:03,4/1/22,1.024612853,9.803125851,6.456,10:20,9-May,1.025625524,9.932962364,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
